ServiceName,RpoName,SchemeType,LastWeekCount,LastMonthCount,YearTillDate,Date
Application Fee Online Payment - Mode Wise,RPO Pune,Challan,527650,1222700,9512100,08-07-18
Application Fee Online Payment - Mode Wise,RPO Pune,Credit/ Debit Card,6112650,28934800,175922400,08-07-18
Application Fee Online Payment - Mode Wise,RPO Pune,Online,2696300,11197350,73347600,08-07-18
Applications Received - Service Wise,RPO Pune,FRESH,5552,25753,158203,08-07-18
Applications Received - Service Wise,RPO Pune,PCC,256,1008,6549,08-07-18
Applications Received - Service Wise,RPO Pune,REISSUE,2150,10376,70540,08-07-18
Applications Granted - PV Mode wise,RPO Pune,No Verification,710,3231,26134,08-07-18
Applications Granted - PV Mode wise,RPO Pune,Post Verification,1228,5322,36900,08-07-18
Applications Granted - PV Mode wise,RPO Pune,Pre Verification,3393,14901,107396,08-07-18
PV Processing Time,RPO Pune,More than 21 Days,3628,17650,84926,08-07-18
PV Processing Time,RPO Pune,Within 21 Days,2805,12710,78207,08-07-18
Applications Received - Scheme wise,RPO Raipur,Normal,1716,5556,31815,08-07-18
Applications Received - Scheme wise,RPO Raipur,Tatkaal,25,122,482,08-07-18
Applications Received - Gender wise,RPO Raipur,FEMALE,657,2126,12239,08-07-18
Applications Received - Gender wise,RPO Raipur,MALE,1084,3552,20056,08-07-18
Applications Received - Gender wise,RPO Raipur,TRANSGENDER,0,0,1,08-07-18
Applications with Aadhaar Number,RPO Raipur,Count of Applications,1741,5678,32296,08-07-18
Applications - Education Wise,RPO Raipur,10TH PASS AND ABOVE,706,2212,11396,08-07-18
Applications - Education Wise,RPO Raipur,5TH PASS OR LESS,0,0,0,08-07-18
Applications - Education Wise,RPO Raipur,BETWEEN 6TH AND 9TH STANDARD,0,0,0,08-07-18
Applications - Education Wise,RPO Raipur,GRADUATE AND ABOVE,664,2090,12423,08-07-18
Applications - Age Wise Wise,RPO Raipur,Between_18_to_35,936,2930,15540,08-07-18
Applications - Age Wise Wise,RPO Raipur,Between_36_to_60,549,1709,10286,08-07-18
Applications - Age Wise Wise,RPO Raipur,GreaterThan60,110,298,2016,08-07-18
Applications - Age Wise Wise,RPO Raipur,LessThan18,146,741,4454,08-07-18
Application Fee Online Payment - Mode Wise,RPO Raipur,Challan,62650,186550,979600,08-07-18
Application Fee Online Payment - Mode Wise,RPO Raipur,Credit/ Debit Card,912550,4276700,20860450,08-07-18
Application Fee Online Payment - Mode Wise,RPO Raipur,Online,941150,4157850,21611600,08-07-18
Applications Received - Service Wise,RPO Raipur,FRESH,1385,4420,24715,08-07-18
Applications Received - Service Wise,RPO Raipur,PCC,12,54,407,08-07-18
Applications Received - Service Wise,RPO Raipur,REISSUE,344,1203,7165,08-07-18
Applications Granted - PV Mode wise,RPO Raipur,No Verification,69,410,2473,08-07-18
Applications Granted - PV Mode wise,RPO Raipur,Post Verification,96,474,2837,08-07-18
Applications Granted - PV Mode wise,RPO Raipur,Pre Verification,725,2907,18097,08-07-18
PV Processing Time,RPO Raipur,More than 21 Days,725,2560,15432,08-07-18
PV Processing Time,RPO Raipur,Within 21 Days,549,2075,10582,08-07-18
Applications Received - Scheme wise,RPO Ranchi,Normal,2175,8989,53234,08-07-18
Applications Received - Scheme wise,RPO Ranchi,Tatkaal,12,139,604,08-07-18
Applications Received - Gender wise,RPO Ranchi,FEMALE,570,2732,14297,08-07-18
Applications Received - Gender wise,RPO Ranchi,MALE,1617,6396,39540,08-07-18
Applications Received - Gender wise,RPO Ranchi,TRANSGENDER,0,0,1,08-07-18
Applications with Aadhaar Number,RPO Ranchi,Count of Applications,2187,9128,53838,08-07-18
Applications - Education Wise,RPO Ranchi,10TH PASS AND ABOVE,987,3933,22059,08-07-18
Applications - Education Wise,RPO Ranchi,5TH PASS OR LESS,0,0,0,08-07-18
Applications - Education Wise,RPO Ranchi,BETWEEN 6TH AND 9TH STANDARD,0,0,0,08-07-18
Applications - Education Wise,RPO Ranchi,GRADUATE AND ABOVE,701,3505,19132,08-07-18
Applications - Age Wise Wise,RPO Ranchi,Between_18_to_35,1404,5919,33880,08-07-18
Applications - Age Wise Wise,RPO Ranchi,Between_36_to_60,531,2138,13062,08-07-18
Applications - Age Wise Wise,RPO Ranchi,GreaterThan60,108,400,3012,08-07-18
Applications - Age Wise Wise,RPO Ranchi,LessThan18,144,671,3884,08-07-18
Application Fee Online Payment - Mode Wise,RPO Ranchi,Challan,106850,293150,1862950,08-07-18
Application Fee Online Payment - Mode Wise,RPO Ranchi,Credit/ Debit Card,1460950,8009500,38756800,08-07-18
Application Fee Online Payment - Mode Wise,RPO Ranchi,Online,1134450,4925150,28541950,08-07-18
Applications Received - Service Wise,RPO Ranchi,FRESH,1778,7325,40059,08-07-18
Applications Received - Service Wise,RPO Ranchi,PCC,57,256,4026,08-07-18
Applications Received - Service Wise,RPO Ranchi,REISSUE,352,1543,9740,08-07-18
Applications Granted - PV Mode wise,RPO Ranchi,No Verification,143,640,6623,08-07-18
Applications Granted - PV Mode wise,RPO Ranchi,Post Verification,68,443,2530,08-07-18
Applications Granted - PV Mode wise,RPO Ranchi,Pre Verification,667,3081,20889,08-07-18
PV Processing Time,RPO Ranchi,More than 21 Days,601,2480,10927,08-07-18
PV Processing Time,RPO Ranchi,Within 21 Days,1326,4462,29479,08-07-18
Applications Received - Scheme wise,RPO Shimla,Normal,1669,6058,34553,08-07-18
Applications Received - Scheme wise,RPO Shimla,Tatkaal,29,88,411,08-07-18
Applications Received - Gender wise,RPO Shimla,FEMALE,493,1905,9429,08-07-18
Applications Received - Gender wise,RPO Shimla,MALE,1205,4241,25532,08-07-18
Applications Received - Gender wise,RPO Shimla,TRANSGENDER,0,0,1,08-07-18
Applications with Aadhaar Number,RPO Shimla,Count of Applications,1698,6146,34962,08-07-18
Applications - Education Wise,RPO Shimla,10TH PASS AND ABOVE,839,3086,17843,08-07-18
Applications - Education Wise,RPO Shimla,5TH PASS OR LESS,0,0,0,08-07-18
Applications - Education Wise,RPO Shimla,BETWEEN 6TH AND 9TH STANDARD,0,0,0,08-07-18
Applications - Education Wise,RPO Shimla,GRADUATE AND ABOVE,609,2179,12073,08-07-18
Applications - Age Wise Wise,RPO Shimla,Between_18_to_35,1075,3887,22477,08-07-18
Applications - Age Wise Wise,RPO Shimla,Between_36_to_60,391,1423,8185,08-07-18
Applications - Age Wise Wise,RPO Shimla,GreaterThan60,75,263,1708,08-07-18
Applications - Age Wise Wise,RPO Shimla,LessThan18,157,573,2592,08-07-18
Application Fee Online Payment - Mode Wise,RPO Shimla,Challan,90700,194000,1421300,08-07-18
Application Fee Online Payment - Mode Wise,RPO Shimla,Credit/ Debit Card,1061900,5285200,27270650,08-07-18
Application Fee Online Payment - Mode Wise,RPO Shimla,Online,680450,2747050,15495100,08-07-18
Applications Received - Service Wise,RPO Shimla,FRESH,1290,4723,25983,08-07-18
Applications Received - Service Wise,RPO Shimla,PCC,67,213,1900,08-07-18
Applications Received - Service Wise,RPO Shimla,REISSUE,341,1209,7075,08-07-18
Applications Granted - PV Mode wise,RPO Shimla,No Verification,86,337,2489,08-07-18
Applications Granted - PV Mode wise,RPO Shimla,Post Verification,95,397,2271,08-07-18
Applications Granted - PV Mode wise,RPO Shimla,Pre Verification,366,1923,11243,08-07-18
PV Processing Time,RPO Shimla,More than 21 Days,143,418,2301,08-07-18
PV Processing Time,RPO Shimla,Within 21 Days,1272,4770,26015,08-07-18
Applications Received - Scheme wise,RPO Srinagar,Normal,2011,5884,44398,08-07-18
Applications Received - Scheme wise,RPO Srinagar,Tatkaal,0,2,56,08-07-18
Applications Received - Gender wise,RPO Srinagar,FEMALE,778,2036,16563,08-07-18
Applications Received - Gender wise,RPO Srinagar,MALE,1221,3794,26703,08-07-18
Applications Received - Gender wise,RPO Srinagar,TRANSGENDER,0,0,1,08-07-18
Applications with Aadhaar Number,RPO Srinagar,Count of Applications,1999,5830,43267,08-07-18
Applications - Education Wise,RPO Srinagar,10TH PASS AND ABOVE,679,2175,13061,08-07-18
Applications - Education Wise,RPO Srinagar,5TH PASS OR LESS,0,0,0,08-07-18
Applications - Education Wise,RPO Srinagar,BETWEEN 6TH AND 9TH STANDARD,0,0,0,08-07-18
Applications - Education Wise,RPO Srinagar,GRADUATE AND ABOVE,433,1258,7802,08-07-18
Applications - Age Wise Wise,RPO Srinagar,Between_18_to_35,890,2826,17074,08-07-18
Applications - Age Wise Wise,RPO Srinagar,Between_36_to_60,644,1869,16470,08-07-18
Applications - Age Wise Wise,RPO Srinagar,GreaterThan60,251,679,6403,08-07-18
Applications - Age Wise Wise,RPO Srinagar,LessThan18,214,456,3320,08-07-18
Application Fee Online Payment - Mode Wise,RPO Srinagar,Challan,157550,354450,3367950,08-07-18
Application Fee Online Payment - Mode Wise,RPO Srinagar,Credit/ Debit Card,894150,3483800,23236750,08-07-18
Application Fee Online Payment - Mode Wise,RPO Srinagar,Online,625250,2183900,16495500,08-07-18
Applications Received - Service Wise,RPO Srinagar,FRESH,1701,4883,37998,08-07-18
Applications Received - Service Wise,RPO Srinagar,PCC,23,96,581,08-07-18
Applications Received - Service Wise,RPO Srinagar,REISSUE,287,907,5874,08-07-18
Applications Granted - PV Mode wise,RPO Srinagar,No Verification,21,95,536,08-07-18
Applications Granted - PV Mode wise,RPO Srinagar,Post Verification,33,139,946,08-07-18
Applications Granted - PV Mode wise,RPO Srinagar,Pre Verification,1113,3514,33191,08-07-18
PV Processing Time,RPO Srinagar,More than 21 Days,1582,6108,43797,08-07-18
PV Processing Time,RPO Srinagar,Within 21 Days,39,72,375,08-07-18
Applications Received - Scheme wise,RPO Surat,Normal,4145,18926,110836,08-07-18
Applications Received - Scheme wise,RPO Surat,Tatkaal,34,96,567,08-07-18
Applications Received - Gender wise,RPO Surat,FEMALE,1494,7093,42680,08-07-18
Applications Received - Gender wise,RPO Surat,MALE,2685,11926,68709,08-07-18
Applications Received - Gender wise,RPO Surat,TRANSGENDER,0,1,1,08-07-18
Applications with Aadhaar Number,RPO Surat,Count of Applications,4179,19020,111390,08-07-18
Applications - Education Wise,RPO Surat,10TH PASS AND ABOVE,1832,8550,47172,08-07-18
Applications - Education Wise,RPO Surat,5TH PASS OR LESS,0,0,0,08-07-18
Applications - Education Wise,RPO Surat,BETWEEN 6TH AND 9TH STANDARD,0,0,0,08-07-18
Applications - Education Wise,RPO Surat,GRADUATE AND ABOVE,986,4430,24624,08-07-18
Applications - Age Wise Wise,RPO Surat,Between_18_to_35,2043,9294,51873,08-07-18
Applications - Age Wise Wise,RPO Surat,Between_36_to_60,1280,5710,34273,08-07-18
Applications - Age Wise Wise,RPO Surat,GreaterThan60,228,961,7047,08-07-18
Applications - Age Wise Wise,RPO Surat,LessThan18,628,3055,18197,08-07-18
Application Fee Online Payment - Mode Wise,RPO Surat,Challan,614100,1942200,12350600,08-07-18
Application Fee Online Payment - Mode Wise,RPO Surat,Credit/ Debit Card,2681900,13437100,72692150,08-07-18
Application Fee Online Payment - Mode Wise,RPO Surat,Online,1515850,6811700,42850950,08-07-18
Applications Received - Service Wise,RPO Surat,FRESH,2755,12742,70214,08-07-18
Applications Received - Service Wise,RPO Surat,PCC,191,1002,6252,08-07-18
Applications Received - Service Wise,RPO Surat,REISSUE,1233,5274,34912,08-07-18
Applications Granted - PV Mode wise,RPO Surat,No Verification,592,2958,17840,08-07-18
Applications Granted - PV Mode wise,RPO Surat,Post Verification,298,987,7514,08-07-18
Applications Granted - PV Mode wise,RPO Surat,Pre Verification,2928,13214,79489,08-07-18
PV Processing Time,RPO Surat,More than 21 Days,1379,3494,5307,08-07-18
PV Processing Time,RPO Surat,Within 21 Days,2140,8123,76448,08-07-18
Applications Received - Scheme wise,RPO Thane,Normal,0,0,0,08-07-18
Applications Received - Scheme wise,RPO Thane,Tatkaal,0,0,0,08-07-18
Applications Received - Gender wise,RPO Thane,FEMALE,0,0,0,08-07-18
Applications Received - Gender wise,RPO Thane,MALE,0,0,0,08-07-18
Applications Received - Gender wise,RPO Thane,TRANSGENDER,0,0,0,08-07-18
Applications with Aadhaar Number,RPO Thane,Count of Applications,0,0,0,08-07-18
Applications - Education Wise,RPO Thane,10TH PASS AND ABOVE,0,0,0,08-07-18
Applications - Education Wise,RPO Thane,5TH PASS OR LESS,0,0,0,08-07-18
Applications - Education Wise,RPO Thane,BETWEEN 6TH AND 9TH STANDARD,0,0,0,08-07-18
Applications - Education Wise,RPO Thane,GRADUATE AND ABOVE,0,0,0,08-07-18
Applications - Age Wise Wise,RPO Thane,Between_18_to_35,0,0,0,08-07-18
Applications - Age Wise Wise,RPO Thane,Between_36_to_60,0,0,0,08-07-18
Applications - Age Wise Wise,RPO Thane,GreaterThan60,0,0,0,08-07-18
Applications - Age Wise Wise,RPO Thane,LessThan18,0,0,0,08-07-18
Application Fee Online Payment - Mode Wise,RPO Thane,Challan,0,1500,1500,08-07-18
Application Fee Online Payment - Mode Wise,RPO Thane,Credit/ Debit Card,0,0,0,08-07-18
Application Fee Online Payment - Mode Wise,RPO Thane,Online,0,0,0,08-07-18
Applications Received - Service Wise,RPO Thane,FRESH,0,0,0,08-07-18
Applications Received - Service Wise,RPO Thane,PCC,0,0,0,08-07-18
Applications Received - Service Wise,RPO Thane,REISSUE,0,0,0,08-07-18
Applications Granted - PV Mode wise,RPO Thane,No Verification,0,0,11,08-07-18
Applications Granted - PV Mode wise,RPO Thane,Post Verification,1,1,12,08-07-18
Applications Granted - PV Mode wise,RPO Thane,Pre Verification,2,0,119,08-07-18
PV Processing Time,RPO Thane,More than 21 Days,10,20,972,08-07-18
PV Processing Time,RPO Thane,Within 21 Days,0,20,179,08-07-18
Applications Received - Scheme wise,RPO Trichy,Normal,4588,12586,116878,25-12-16
Applications Received - Scheme wise,RPO Trichy,Tatkaal,3,6,108,25-12-16
Applications Received - Gender wise,RPO Trichy,FEMALE,1066,2982,29852,25-12-16
Applications Received - Gender wise,RPO Trichy,MALE,3525,10343,88569,25-12-16
Applications Received - Gender wise,RPO Trichy,TRANSGENDER,0,0,0,25-12-16
Applications with Aadhaar Number,RPO Trichy,Count of Applications,4591,13325,118421,25-12-16
Applications - Education Wise,RPO Trichy,10TH PASS AND ABOVE,1560,4564,38900,25-12-16
Applications - Education Wise,RPO Trichy,5TH PASS OR LESS,680,2016,20356,25-12-16
Applications - Education Wise,RPO Trichy,BETWEEN 6TH AND 9TH STANDARD,1125,3045,30534,25-12-16
Applications - Education Wise,RPO Trichy,GRADUATE AND ABOVE,1226,3699,28594,25-12-16
Applications - Age Wise Wise,RPO Trichy,Between_18_to_35,2904,8560,71745,25-12-16
Applications - Age Wise Wise,RPO Trichy,Between_36_to_60,1115,3098,30094,25-12-16
Applications - Age Wise Wise,RPO Trichy,GreaterThan60,156,460,4786,25-12-16
Applications - Age Wise Wise,RPO Trichy,LessThan18,416,1207,11796,25-12-16
Application Fee Online Payment - Mode Wise,RPO Trichy,Challan,234000,802500,8931500,25-12-16
Application Fee Online Payment - Mode Wise,RPO Trichy,Credit/ Debit Card,2245500,7437000,64176500,25-12-16
Application Fee Online Payment - Mode Wise,RPO Trichy,Online,3529000,11228000,95205500,25-12-16
Applications Received - Service Wise,RPO Trichy,FRESH,2889,8071,70047,25-12-16
Applications Received - Service Wise,RPO Trichy,PCC,175,470,5376,25-12-16
Applications Received - Service Wise,RPO Trichy,REISSUE,1527,4051,41563,25-12-16
Applications Granted - PV Mode wise,RPO Trichy,No Verification,1281,3544,36577,25-12-16
Applications Granted - PV Mode wise,RPO Trichy,Post Verification,319,1011,8334,25-12-16
Applications Granted - PV Mode wise,RPO Trichy,Pre Verification,2960,8524,71306,25-12-16
PV Processing Time,RPO Trichy,More than 21 Days,1477,4571,48321,25-12-16
PV Processing Time,RPO Trichy,Within 21 Days,1167,4945,27107,25-12-16
Applications Received - Scheme wise,RPO Trivandrum,Normal,4675,18455,122110,08-07-18
Applications Received - Scheme wise,RPO Trivandrum,Tatkaal,184,895,5456,08-07-18
Applications Received - Gender wise,RPO Trivandrum,FEMALE,1831,7702,52488,08-07-18
Applications Received - Gender wise,RPO Trivandrum,MALE,3028,11645,75061,08-07-18
Applications Received - Gender wise,RPO Trivandrum,TRANSGENDER,0,0,1,08-07-18
Applications with Aadhaar Number,RPO Trivandrum,Count of Applications,4859,19347,127550,08-07-18
Applications - Education Wise,RPO Trivandrum,10TH PASS AND ABOVE,2512,10485,62867,08-07-18
Applications - Education Wise,RPO Trivandrum,5TH PASS OR LESS,0,0,0,08-07-18
Applications - Education Wise,RPO Trivandrum,BETWEEN 6TH AND 9TH STANDARD,0,0,0,08-07-18
Applications - Education Wise,RPO Trivandrum,GRADUATE AND ABOVE,1044,4044,25410,08-07-18
Applications - Age Wise Wise,RPO Trivandrum,Between_18_to_35,2662,10876,62548,08-07-18
Applications - Age Wise Wise,RPO Trivandrum,Between_36_to_60,1242,4901,34958,08-07-18
Applications - Age Wise Wise,RPO Trivandrum,GreaterThan60,356,1403,10535,08-07-18
Applications - Age Wise Wise,RPO Trivandrum,LessThan18,599,2167,19509,08-07-18
Application Fee Online Payment - Mode Wise,RPO Trivandrum,Challan,205500,742350,5472750,08-07-18
Application Fee Online Payment - Mode Wise,RPO Trivandrum,Credit/ Debit Card,1607600,6855350,43543900,08-07-18
Application Fee Online Payment - Mode Wise,RPO Trivandrum,Online,4412600,16972950,106560050,08-07-18
Applications Received - Service Wise,RPO Trivandrum,FRESH,2553,10285,64659,08-07-18
Applications Received - Service Wise,RPO Trivandrum,PCC,380,1529,11453,08-07-18
Applications Received - Service Wise,RPO Trivandrum,REISSUE,1924,7530,51417,08-07-18
Applications Granted - PV Mode wise,RPO Trivandrum,No Verification,1205,4701,35501,08-07-18
Applications Granted - PV Mode wise,RPO Trivandrum,Post Verification,968,3404,19726,08-07-18
Applications Granted - PV Mode wise,RPO Trivandrum,Pre Verification,2325,9461,62301,08-07-18
PV Processing Time,RPO Trivandrum,More than 21 Days,306,639,4620,08-07-18
PV Processing Time,RPO Trivandrum,Within 21 Days,3027,10759,66723,08-07-18
Applications Received - Scheme wise,RPO Visakhapatnam,Normal,3554,15249,91626,08-07-18
Applications Received - Scheme wise,RPO Visakhapatnam,Tatkaal,48,221,1417,08-07-18
Applications Received - Gender wise,RPO Visakhapatnam,FEMALE,1202,5326,32953,08-07-18
Applications Received - Gender wise,RPO Visakhapatnam,MALE,2399,10144,60085,08-07-18
Applications Received - Gender wise,RPO Visakhapatnam,TRANSGENDER,0,0,1,08-07-18
Applications with Aadhaar Number,RPO Visakhapatnam,Count of Applications,3601,15470,93039,08-07-18
Applications - Education Wise,RPO Visakhapatnam,10TH PASS AND ABOVE,1454,5938,36072,08-07-18
Applications - Education Wise,RPO Visakhapatnam,5TH PASS OR LESS,0,0,0,08-07-18
Applications - Education Wise,RPO Visakhapatnam,BETWEEN 6TH AND 9TH STANDARD,0,0,0,08-07-18
Applications - Education Wise,RPO Visakhapatnam,GRADUATE AND ABOVE,1027,4577,25858,08-07-18
Applications - Age Wise Wise,RPO Visakhapatnam,Between_18_to_35,2281,9496,56072,08-07-18
Applications - Age Wise Wise,RPO Visakhapatnam,Between_36_to_60,970,4245,25937,08-07-18
Applications - Age Wise Wise,RPO Visakhapatnam,GreaterThan60,147,663,4592,08-07-18
Applications - Age Wise Wise,RPO Visakhapatnam,LessThan18,203,1066,6438,08-07-18
Application Fee Online Payment - Mode Wise,RPO Visakhapatnam,Challan,37000,300600,856000,08-07-18
Application Fee Online Payment - Mode Wise,RPO Visakhapatnam,Credit/ Debit Card,1583450,7526650,45578350,08-07-18
Application Fee Online Payment - Mode Wise,RPO Visakhapatnam,Online,3080650,11958900,76677500,08-07-18
Applications Received - Service Wise,RPO Visakhapatnam,FRESH,2634,11142,64827,08-07-18
Applications Received - Service Wise,RPO Visakhapatnam,PCC,179,717,4579,08-07-18
Applications Received - Service Wise,RPO Visakhapatnam,REISSUE,786,3609,23590,08-07-18
Applications Granted - PV Mode wise,RPO Visakhapatnam,No Verification,577,2540,17101,08-07-18
Applications Granted - PV Mode wise,RPO Visakhapatnam,Post Verification,215,846,7053,08-07-18
Applications Granted - PV Mode wise,RPO Visakhapatnam,Pre Verification,2246,8161,58056,08-07-18
PV Processing Time,RPO Visakhapatnam,More than 21 Days,68,223,1226,08-07-18
PV Processing Time,RPO Visakhapatnam,Within 21 Days,3287,11917,69928,08-07-18
